Nazivna moc;Masa vozila;Kombinirana poraba goriva;Vrsta goriva (opis);Znamka;Tovarniöka oznaka oznaka;Komercialna oznaka;Drzava;Drzava (koda);Kategorija in vrsta vozila (opis);Najvisja hitrost;Oblika nadgradnje (opis);Komerc. oznaka  do prvega
43;1085;6.9;0;RENAULT;KC0FEF;KANGOO / 1.2;Francija;FRA;osebni avtomobil;136;vecnamensko vozilo;KANGOO 
43;900;7.2;0;RENAULT;BB0-F0F;CLIO / 1.2;Francija;FRA;osebni avtomobil;181;vozilo z dviûnimi vrati zadaj;CLIO 
43;975;7.3;0;RENAULT;A-BB0A0F;CLIO / 1.2;Francija;FRA;osebni avtomobil;150;vozilo z dviûnimi vrati zadaj;CLIO 
43;955;7.3;0;RENAULT;B-CB1K0F;CLIO / 1.2;Francija;FRA;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;CLIO 
43.3;959;5.9;0;HYUNDAI;A-O;ATOS-PRIME / 1.1 /;Indija;IND;osebni avtomobil;146;vozilo z dviûnimi vrati zadaj;ATOS-PRIME 
44;940;4.1;0;VOLKSWAGEN;ABCHYA-FM5FM5CF0097MMVR2N1SVW61;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;161;vozilo z dviûnimi vrati zadaj;UP! 
44;934;4.1;0;VOLKSWAGEN;ABCHYA-FM5FM5CF0117MMVR2N1SVW61;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;UP! 
44;934;4.2;0;äKODA;ABCHYA-FM5FM5CF0117CPVR2N1SSK1B;CITIGO / 1.0 /;Ceöka republika;CZE;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;CITIGO 
44;937;4.3;0;äKODA;ABCHYA-FS5FS5CT0087MMVR0N1SSK61;CITIGO / 1.0 / AUT.;Ceöka republika;CZE;osebni avtomobil;161;vozilo z dviûnimi vrati zadaj;CITIGO 
44;926;4.4;0;SEAT;ABCHYA-FM5FM5CF0117MMVR0N1SSE61;MII / 1.0 /;äpanija;ESP;osebni avtomobil;161;vozilo z dviûnimi vrati zadaj;MII 
44;932;4.4;0;äKODA;ABCHYA-FS5FS5CT0087MMVR0N1SSK61;CITIGO / 1.0 / AUT.;Ceöka republika;CZE;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;CITIGO 
44;926;4.4;0;äKODA;ABCHYA-FM5FM5CF0117MMVR0N1SSK61;CITIGO / 1.0 /;Ceöka republika;CZE;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;CITIGO 
44;926;4.4;0;äKODA;ABCHYA-FM5FM5CF0117MMVR0N1SSK61;CITIGO / 1.0 /;Ceöka republika;CZE;osebni avtomobil;161;vozilo z dviûnimi vrati zadaj;CITIGO 
44;1056;4.4;1;VOLKSWAGEN;SCAKUX01-SGFM5850341N1K4;LUPO / 1.7 / SDI;Nemcija;DEU;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;LUPO 
44;1043;4.4;1;VOLKSWAGEN;SCAKUX01-SGFM5850481N1K40GZ;LUPO / 1.7 / SDI;Nemcija;DEU;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;LUPO 
44;1020;4.4;1;VOLKSWAGEN;6X-AKU;LUPO / 1.7 / SDI;Nemcija;DEU;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;LUPO 
44;1005;4.4;1;VOLKSWAGEN;6XSCAKUX01-SGFM5850481N1K40GE;LUPO / 1.7 / SDI;Nemcija;DEU;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;LUPO 
44;926;4.4;0;VOLKSWAGEN;ABCHYA-FM5FM5CF0117MMVR0N1SVW61;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;UP! 
44;929;4.5;0;SEAT;ABCHYA-FM5FM5CF0097MMVR0N1SSE61;MII / 1.0 /;äpanija;ESP;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;MII 
44;929;4.5;0;äKODA;ABCHYA-FM5FM5CF0097MMVR0N1SSK61;CITIGO / 1.0 /;Ceöka republika;CZE;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;CITIGO 
44;929;4.5;0;VOLKSWAGEN;ABCHYA-FM5FM5CF0037MGVR0N1FA1VW;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;UP! 
44;1234;4.6;1;VOLKSWAGEN;6KV-AKW;POLO / VAR. 1.7 / SDI;Nemcija;DEU;osebni avtomobil;150;karavan;POLO 
44;1055;4.7;0;äKODA;ABCHYAX01-NFM5FM5CF007N617;FABIA / 1.0 /;Ceöka republika;CZE;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;FABIA 
44;936;4.9;0;KIA;M211-521121;PICANTO / 1.0;Koreja. republika;KOR;osebni avtomobil;150;vecnamensko vozilo;PICANTO 
44;929;4.9;0;KIA;BAM211-421111;PICANTO / 1.0;Koreja. republika;KOR;osebni avtomobil;150;vozilo z dviûnimi vrati zadaj;PICANTO 
44;1080;4.9;0;äKODA;ABCHYAX01-NFM5FM5CF007N617;FABIA / 1.0 /;Ceöka republika;CZE;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;FABIA 
44;982;5.1;0;KIA;M211-521111;PICANTO / 1.0;Koreja. republika;KOR;osebni avtomobil;150;vecnamensko vozilo;PICANTO 
44;936;5.1;0;KIA;BAM211-521111;PICANTO / 1.0;Koreja. republika;KOR;osebni avtomobil;150;vecnamensko vozilo;PICANTO 
44;934;5.1;0;äKODA;ABCHYA-FM5FM5CF0117CPVR2N1SSK1B;CITIGO / 1.0 /;Ceöka republika;CZE;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;CITIGO 
44;1054;5.2;0;FORD;JA8-STJC1D-5ABCAF;FIESTA / 1.25 / 5 vr;Nemcija;DEU;osebni avtomobil;152;vozilo z dviûnimi vrati zadaj;FIESTA 
44;1045;5.2;0;FORD;JA8-STJB1C5ABCAE;FIESTA / 1.25 / 3 vr;Nemcija;DEU;osebni avtomobil;152;vozilo z dviûnimi vrati zadaj;FIESTA 
44;1044;5.2;0;FORD;JA8-STJC1C-5ABCAE;FIESTA / 1.25 / 3 vr;Nemcija;DEU;osebni avtomobil;152;vozilo z dviûnimi vrati zadaj;FIESTA 
44;980;5.2;0;OPEL;AG11-1A01A1ADCA5;CORSA / 1.0;Nemcija;DEU;osebni avtomobil;156;vozilo z dviûnimi vrati zadaj;CORSA 
44;945;5.2;0;äKODA;ABCHYA-FM5FM5CF0117CPVR2N1SSK1BO;CITIGO / 1.0 /;Ceöka republika;CZE;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;CITIGO 
44;934;5.2;0;äKODA;ABCHYA-FM5FM5CF0117CPVR2N1SSK1B;CITIGO / 1.0 /;Ceöka republika;CZE;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;CITIGO 
44;945;5.2;0;VOLKSWAGEN;ABCHYA-FM5FM5CF0117CPVR2N1SVW1BM;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;UP! 
44;1005;5.3;0;OPEL;DG11-1A06A2BBCA5;CORSA / 1.0 / 12V;Nemcija;DEU;osebni avtomobil;156;vozilo z dviûnimi vrati zadaj;CORSA 
44;980;5.3;0;OPEL;BG11-1A01A2BBCA5;CORSA / 1.0 / 12V;Nemcija;DEU;osebni avtomobil;156;vozilo z dviûnimi vrati zadaj;CORSA 
44;930;5.3;0;OPEL;DG11-1A06A2BBCA5;CORSA / 1.0;Nemcija;DEU;osebni avtomobil;156;vozilo z dviûnimi vrati zadaj;CORSA 
44;905;5.3;0;OPEL;AG11-1A01A1ABCA5;CORSA / 1.0;Nemcija;DEU;osebni avtomobil;156;vozilo z dviûnimi vrati zadaj;CORSA 
44;905;5.3;0;OPEL;AG11-1A01A1ABCA5;OPEL / CORSA / 1.0 / 12V;Nemcija;DEU;osebni avtomobil;156;vozilo z dviûnimi vrati zadaj;OPEL 
44;865;5.4;0;FIAT;169AXB1102;PANDA / 1.2 / DUAL LOGIC;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PANDA 
44;1041;5.4;0;FORD;JA8-STJA1G5AB;FIESTA / 1.25 / 3 vr;Nemcija;DEU;osebni avtomobil;152;vozilo z dviûnimi vrati zadaj;FIESTA 
44;1081;5.4;0;äKODA;ABCHYEX01-NFM5FM5CF0074BFN1B7A;FABIA / 1.0 /;Ceöka republika;CZE;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;FABIA 
44;980;5.4;0;VOLKSWAGEN;ABCHYE-FM5FM5CF0114BFVR2N1SVW1C14M;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;UP! 
44;945;5.4;0;VOLKSWAGEN;ABCHYE-FM5FM5CF0114BFVR2N1SVW1B14M;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;UP! 
44;1054;5.5;0;FORD;JA8-STJB1J5ABAAB;FIESTA / 1.25 / 5 vr;Nemcija;DEU;osebni avtomobil;152;vozilo z dviûnimi vrati zadaj;FIESTA 
44;1041;5.5;0;FORD;JA8-STJB1G5ABAAA;FIESTA / 1.25 / 3 vr;Nemcija;DEU;osebni avtomobil;152;vozilo z dviûnimi vrati zadaj;FIESTA 
44;1049;5.5;0;SEAT;SCNCGPBX0-SGFM52T11127MG;IBIZA / 1.2 /;äpanija;ESP;osebni avtomobil;155;vecnamensko vozilo;IBIZA 
44;1115;5.5;0;äKODA;ACCGPBX01-NFM5FM52T11114N0;FABIA / COMBI 1.2 /;Ceöka republika;CZE;osebni avtomobil;156;karavan;FABIA 
44;1112;5.5;0;äKODA;ABCHYEX01-NFM5FM5CF0074BIN1B7A;FABIA / 1.0 /;Ceöka republika;CZE;osebni avtomobil;159;vozilo z dviûnimi vrati zadaj;FABIA 
44;1095;5.5;0;äKODA;ABCGPBX01-NFM5FM52T11114N0;FABIA / 1.2 /;Ceöka republika;CZE;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FABIA 
44;1067;5.5;0;VOLKSWAGEN;ABCGPB-FM5FM52T111LLNVR07MG;POLO / 1.2 /;Nemcija;DEU;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;POLO 
44;980;5.5;0;VOLKSWAGEN;ABCHYE-FM5FM5CF0114BFVR2N1SVW1B14M;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;UP! 
44;945;5.5;0;VOLKSWAGEN;ABCHYE-FM5FM5CF0114BFVR2N1SVW1B17M;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;UP! 
44;950;5.6;0;FIAT;188BXA1A01AL;PUNTO / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PUNTO 
44;935;5.6;0;FIAT;169AXB1A01C;PANDA / 1.2 /;Italija;ITA;osebni avtomobil;155;vecnamensko vozilo;PANDA 
44;935;5.6;0;FIAT;188AXA1A00AF;PUNTO / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PUNTO 
44;935;5.6;0;FIAT;169AXB1A01C;PANDA / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PANDA 
44;860;5.6;0;FIAT;169AXB1A01C;PANDA / 1.2;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PANDA 
44;860;5.6;0;FIAT;169AXB1A01C;FIAT / PANDA / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FIAT 
44;1145;5.6;0;OPEL;KA11-1A04A5DADA5;CORSA / 1.0 / 12V;Nemcija;DEU;osebni avtomobil;150;vecnamensko vozilo;CORSA 
44;1100;5.6;0;OPEL;BA11-1A01A3CADA5;CORSA / 1.0 / 12V;Nemcija;DEU;osebni avtomobil;150;vecnamensko vozilo;CORSA 
44;1116;5.6;0;äKODA;ABCHYEX01-NFM5FM5CF0074BIN1B7A;FABIA / 1.0 /;Ceöka republika;CZE;osebni avtomobil;159;vozilo z dviûnimi vrati zadaj;FABIA 
44;980;5.6;0;VOLKSWAGEN;ABCHYE-FM5FM5CF0114BFVR2N1SVW1C16M;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;162;vozilo z dviûnimi vrati zadaj;UP! 
44;920;5.6;1;VOLKSWAGEN;17ZF;GOLF / JGLD;Nemcija;DEU;osebni avtomobil;130;vozilo z dviûnimi vrati zadaj;GOLF 
44;981;5.7;0;FIAT;188AXA1A-00AD;PUNTO / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PUNTO 
44;950;5.7;0;FIAT;188BXA1A01X;PUNTO / 1.2;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PUNTO 
44;950;5.7;0;FIAT;188BXA1A01W;PUNTO / 1.2 /;Italija;ITA;osebni avtomobil;155;limuzina;PUNTO 
44;935;5.7;0;FIAT;188AXA1A00Z;PUNTO / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PUNTO 
44;920;5.7;0;FIAT;188AXA1A00Z;PUNTO / 1.2;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PUNTO 
44;875;5.7;0;FIAT;188BXA1A01X;FIAT / PUNTO / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FIAT 
44;860;5.7;0;FIAT;188AXA1A00Z;FIAT / PUNTO / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FIAT 
44;850;5.7;0;FIAT;188AXA1A00M;PUNTO / 1.2 /;Italija;ITA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;PUNTO 
44;935;5.7;0;LANCIA;840AF1A07;Y / 1.2 / i.e.;Italija;ITA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;Y 
44;1020;5.7;0;PEUGEOT;2MHFX-A;206 / 1.1 / I;Francija;FRA;osebni avtomobil;159;vozilo z dviûnimi vrati zadaj;206
44;1110;5.7;0;äKODA;ACCHFAX01-NFM5FM52T11114N0;FABIA / COMBI 1.2 /;Ceöka republika;CZE;osebni avtomobil;156;karavan;FABIA 
44;1090;5.7;0;äKODA;ABCHFAX01-NFM5FM52T11114N;FABIA / 1.2 /;Ceöka republika;CZE;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FABIA 
44;1086;5.7;0;äKODA;ABCHYAX01-NFM5FM5CF0077CPN1C7A;FABIA / 1.0 /;Ceöka republika;CZE;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;FABIA 
44;1007;5.8;0;CITROEN;JMHFXC;C2 / 1.1 / i;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;C2 
44;1040;5.8;0;OPEL;AC11-1A05A3CABA5;AGILA / 1.0 / 12V;Nemcija;DEU;osebni avtomobil;145;vecnamensko vozilo;AGILA 
44;965;5.8;0;OPEL;AC11-1A05A3CABA5;AGILA / 1.0;Nemcija;DEU;osebni avtomobil;145;vecnamensko vozilo;AGILA 
44;1089;5.8;0;VOLKSWAGEN;ABSBBMX01-FM5FM52T0891N10GG;POLO / 1.2 /;Nemcija;DEU;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;POLO 
44;1053;5.9;0;CITROEN;FCHFXB;C3 / 1.1 / i;Francija;FRA;osebni avtomobil;153;vozilo z dviûnimi vrati zadaj;C3 
44;1007;5.9;0;CITROEN;JMHFXBJ*HFX*-JMHFX*;C 2 / 1.1;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;C 2 
44;1007;5.9;0;CITROEN;JMHFXB;C2 / 1.1 / i;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;C2 
44;983;5.9;0;FORD;RBT-J4D1;KA / 1.3 /;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;KA 
44;962;5.9;0;FORD;RBT-BAA;KA / 1.3 /;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;KA 
44;959;5.9;0;HYUNDAI;A-O;ATOS-PRIME / 1.1;Indija;IND;osebni avtomobil;146;vozilo z dviûnimi vrati zadaj;ATOS-PRIME 
44;1032;5.9;0;NISSAN;K12-F02;MICRA / 1.2;Japonska ;JPN;osebni avtomobil;167;vozilo z dviûnimi vrati zadaj;MICRA 
44;1115;5.9;0;äKODA;ABBBMX01-NFM5FM52T08913S;FABIA / 1.2 /;Ceöka republika;CZE;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FABIA 
44;1105;5.9;0;äKODA;ABCHFAX01-NFM5FM52T08914;FABIA / 1.2 /;Ceöka republika;CZE;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FABIA 
44;1081;5.9;0;äKODA;ABCHYEX01-NFM5FM5CF0074BFN1C7A;FABIA / 1.0 / TSI;Ceöka republika;CZE;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;FABIA 
44;880;6.1;0;CITROEN;S0HFXB;SAXO / 1.1 / i;Francija;FRA;osebni avtomobil;164;vozilo z dviûnimi vrati zadaj;SAXO 
44;1117;6.1;0;FORD;JD3-BAJA15BCBKA;FIESTA / 1.3 /;Nemcija;DEU;osebni avtomobil;151;vozilo z dviûnimi vrati zadaj;FIESTA 
44;920;6.1;0;NISSAN;K11;MICRA / 1.0;Zdruûeno kraljestvo;GBR;osebni avtomobil;150;vozilo z dviûnimi vrati zadaj;MICRA 
44;1070;6.1;0;VOLKSWAGEN;6N;POLO / 1.4;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;POLO 
44;1024;6.1;0;VOLKSWAGEN;6XSCAUDX01 SGFM5850551N1I40GG;LUPO / 1.4 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;LUPO 
44;998;6.1;0;VOLKSWAGEN;SCAKKX01-SGFM5850371N113I;POLO / 1.4 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;POLO 
44;998;6.1;0;VOLKSWAGEN;6N;POLO / 1.4;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;POLO 
44;996;6.1;0;VOLKSWAGEN;SCAUDX01-SGFM5850371N113I;POLO / 1.4 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;POLO 
44;985;6.2;0;PEUGEOT;2AHFXF;206 / 1.1;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;206
44;910;6.2;0;PEUGEOT;2CHFXF;206 / 1.1 / I;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;206
44;871;6.2;0;VOLKSWAGEN;SCAUDX01-SGFM5850371N1I4;LUPO / 1.4 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;LUPO 
44;945;6.3;0;FORD;RBT-J4P;KA / 1.3 /;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;KA 
44;888;6.3;0;FORD;RBT-BAA;KA / 1.3 /;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;KA 
44;1000;6.3;0;PEUGEOT;2SHFXU;206 1.1;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;206 1.1
44;1101;6.3;0;VOLKSWAGEN;SEAEXX01-SGFM5850134;POLO / 1.4 /;Nemcija;DEU;osebni avtomobil;155;karavan;POLO 
44;965;6.3;0;VOLKSWAGEN;6N SCAEX01;POLO / 1.4 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;POLO 
44;915;6.3;0;VOLKSWAGEN;6N-AXE;POLO 60 / 1.4 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;POLO 60 
44;1073;6.4;0;VOLKSWAGEN;SCAUDX01-SGFM5850551N113K0GG;POLO / 1.4 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;POLO 
44;1020;6.4;0;VOLKSWAGEN;NA8W50FM5;POLO / 1.4 CLASSIC;Nemcija;DEU;osebni avtomobil;172;limuzina;POLO 
44;996;6.4;0;VOLKSWAGEN;SCAUDX01-SGFM5850371N;POLO / 1.4 /;Nemcija;DEU;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;POLO 
44;1065;6.5;0;PEUGEOT;2EHFXF;206 / BREAK 1.1 / i;Francija;FRA;osebni avtomobil;160;karavan;206
44;1055;6.6;0;FIAT;169AXB2A04C;PANDA / 1.2 / 4X4;Italija;ITA;osebni avtomobil;145;vozilo z dviûnimi vrati zadaj;PANDA 
44;1055;6.6;0;FIAT;169AXB2A04C;PANDA / 1.2 / 4X4;Italija;ITA;osebni avtomobil;145;vecnamensko vozilo;PANDA 
44;1055;6.6;0;FIAT;169CXB2AAX;PANDA 1.2;Italija;ITA;osebni avtomobil;145;vecnamensko vozilo;PANDA 1.2
44;1040;6.6;0;FIAT;169AXB2A04;PANDA / 1.2 / 4X4;Italija;ITA;osebni avtomobil;145;vozilo z dviûnimi vrati zadaj;PANDA 
44;1040;6.6;0;FIAT;169AXB2A04E;PANDA / 1.2 / 4X4;Italija;ITA;osebni avtomobil;145;vecnamensko vozilo;PANDA 
44;965;6.6;0;FIAT;169AXB2A04;PANDA / 1.2;Italija;ITA;osebni avtomobil;145;vozilo z dviûnimi vrati zadaj;PANDA 
44;995;6.6;0;SEAT;SCAKVX01-SGFM5850132;IBIZA / 1.4 /;äpanija;ESP;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;IBIZA 
44;943;6.6;0;SEAT;SCAKKX01-SGFM5850132K;IBIZA / 1.4 /;äpanija;ESP;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;IBIZA 
44;992;6.7;0;FORD;RBT-J4K14C11;KA / 1.3 /;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;KA 
44;888;6.7;0;FORD;RBT;KA / 1.3 /;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;KA 
44;935;6.7;0;LANCIA;840AA1A-00D;Y / 1.2 / I.E.;Italija;ITA;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;Y 
44;860;6.7;0;LANCIA;840AA1A-00;Y / 1.2 /;Italija;ITA;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;Y 
44;1015;6.7;0;PEUGEOT;1AHDZE;106 / 1.1 / i;Francija;FRA;osebni avtomobil;165;vozilo z dviûnimi vrati zadaj;106
44;890;6.7;0;PEUGEOT;1CHDZE;106 / 1.1 / i;Francija;FRA;osebni avtomobil;165;vozilo z dviûnimi vrati zadaj;106
44;955;6.8;0;FIAT;176AR55A-06;PUNTO / 60 /;Italija;ITA;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;PUNTO 
44;940;6.8;0;FIAT;176AR53A-05;PUNTO / 60 / S;Italija;ITA;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;PUNTO 
44;900;6.8;0;FIAT;176AR55A06C;PUNTO / 60 / S;Italija;ITA;osebni avtomobil;160;vozilo z dviûnimi vrati zadaj;PUNTO 
44;1034;6.8;0;FORD;JAS-J4J;FIESTA / 1.3 /;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FIESTA 
44;1185;6.8;0;SEAT;6KSEAKKX01-SGFM5850134K;CORDOBA / VAR. 1.4;äpanija;ESP;osebni avtomobil;155;karavan;CORDOBA 
44;980;6.8;0;VOLKSWAGEN;1HX0;GOLF / 1.4 / CL;Nemcija;DEU;osebni avtomobil;157;vozilo z dviûnimi vrati zadaj;GOLF 
44;908;6.9;0;FORD;RBT-J4D1;KA / 1.3;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;KA 
44;960;7.1;0;FIAT;176AR52C09;PUNTO / 1.2 / CABRIO;Italija;ITA;osebni avtomobil;150;kabriolet;PUNTO 
44;1064;7.1;0;FORD;JBS-J4C;FIESTA / 1.3 /;Nemcija;DEU;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;FIESTA 
44;850;7.4;0;VOLKSWAGEN;17-GF;GOLF / JGL;Nemcija;DEU;osebni avtomobil;150;vozilo z dviûnimi vrati zadaj;GOLF 
44;1410;7.8;1;MERCEDES BENZ;123D;200 / D;Nemcija;DEU;osebni avtomobil;135;limuzina;200
44;940;8.5;0;CITROEN;GS;GS / 1200;Francija;FRA;osebni avtomobil;151;karavan;GS 
44;1160;9.5;0;OPEL;C;REKORD / CARAVAN 1.5;Nemcija;DEU;osebni avtomobil;140;karavan;REKORD 
44.1;1020;5.7;0;PEUGEOT;2MHFXA;206+ / 1.1 / i;Francija;FRA;osebni avtomobil;159;vozilo z dviûnimi vrati zadaj;206+ 
44.1;1013;5.7;0;PEUGEOT;2LHFXA;206+ / 1.1 / i;Francija;FRA;osebni avtomobil;159;vozilo z dviûnimi vrati zadaj;206+ 
44.1;1085;5.8;0;CITROEN;JMHFXC;C2 / 1.1 / i;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;C2 
44.1;1085;5.9;0;CITROEN;SCHFV0/1;C3 / 1.1 / i;Francija;FRA;osebni avtomobil;155;vozilo z dviûnimi vrati zadaj;C3 
44.1;890;6.1;0;PEUGEOT;1CHFXF;106 / 1.1 / i;Francija;FRA;osebni avtomobil;164;vozilo z dviûnimi vrati zadaj;106
44.1;985;6.2;0;PEUGEOT;2AHFXF;206 / 1.1 / i;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;206
44.1;985;6.2;0;PEUGEOT;2CHFXF;PEUGEOT / 206 / 1.1 / i;Francija;FRA;osebni avtomobil;158;vozilo z dviûnimi vrati zadaj;PEUGEOT 
44.5;929;4.9;0;KIA;BAM211-422111;PICANTO / 1.0 /;Koreja. republika;KOR;osebni avtomobil;150;vozilo z dviûnimi vrati zadaj;PICANTO 
44.5;861;4.9;0;KIA;M211-521121;PICANTO / 1.0 /;Koreja. republika;KOR;osebni avtomobil;150;vecnamensko vozilo;PICANTO 
44.5;936;5.1;0;KIA;BAM211-521111;PICANTO / 1.0 /;Koreja. republika;KOR;osebni avtomobil;150;vecnamensko vozilo;PICANTO 
45;825;4.2;0;SMART;4329F0-JZAAA200;FORTWO / COUPE / MHD;Nemcija;DEU;osebni avtomobil;145;kupe;FORTWO 
45;825;4.3;0;SMART;4329F0-QZAAA200;FORTWO / COUPE / MHD;Nemcija;DEU;osebni avtomobil;145;kupe;FORTWO 
45;825;4.4;0;SMART;4329F0-JZAAA200;FORTWO / COUPE / MHD;Nemcija;DEU;osebni avtomobil;145;kupe;FORTWO 
45;970;4.7;0;SMART;5210G0-AZBAA402;FORFOUR / /;Nemcija;DEU;osebni avtomobil;151;limuzina;FORFOUR 
45;815;4.7;0;SMART;1432C0-MAAAZ200;FORTWO / CABRIO 45 /;Nemcija;DEU;osebni avtomobil;135;kabriolet;FORTWO 
45;805;4.7;0;SMART;1332C0-MAAAZ200;FORTWO / COUPE 45;Nemcija;DEU;osebni avtomobil;135;kupe;FORTWO 
45;815;4.8;0;SMART;1432C0-AAAAZ200;FORTWO / CABRIO 45 /;Nemcija;DEU;osebni avtomobil;135;kabriolet;FORTWO 
45;815;4.8;0;SMART;MC011432C0-AAAZ200;CABRIO / 45 /;Nemcija;DEU;osebni avtomobil;135;kabriolet;CABRIO 
